image_id,image_path,mask_path,image_size,mask_size,size_matches,unique_mask_values,wrinkle_pixels,total_pixels,wrinkle_area_ratio
03140,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03140.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03140.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4657,1048576,0.004441261291503906
03142,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03142.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03142.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4776,1048576,0.00455474853515625
03143,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03143.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03143.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3072,1048576,0.0029296875
03146,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03146.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03146.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4928,1048576,0.00469970703125
03148,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03148.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03148.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5078,1048576,0.0048427581787109375
03149,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03149.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03149.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1455,1048576,0.0013875961303710938
03150,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03150.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03150.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1457,1048576,0.0013895034790039062
03151,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03151.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03151.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1436,1048576,0.001369476318359375
03154,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03154.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03154.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4992,1048576,0.0047607421875
03156,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03156.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03156.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",9797,1048576,0.009343147277832031
03157,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03157.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03157.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",18230,1048576,0.017385482788085938
03159,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03159.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03159.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",24650,1048576,0.023508071899414062
03162,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03162.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03162.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",6386,1048576,0.0060901641845703125
03164,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03164.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03164.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3018,1048576,0.0028781890869140625
03165,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03165.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03165.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1149,1048576,0.0010957717895507812
03166,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03166.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03166.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4909,1048576,0.004681587219238281
03167,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03167.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03167.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",9784,1048576,0.00933074951171875
03173,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03173.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03173.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3368,1048576,0.00321197509765625
03175,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03175.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03175.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3558,1048576,0.0033931732177734375
03176,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03176.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03176.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",9518,1048576,0.009077072143554688
03177,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03177.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03177.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",8012,1048576,0.007640838623046875
03179,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03179.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03179.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",16622,1048576,0.015851974487304688
03180,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03180.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03180.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3842,1048576,0.0036640167236328125
03181,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03181.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03181.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2896,1048576,0.0027618408203125
03182,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03182.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03182.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5788,1048576,0.005519866943359375
03183,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03183.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03183.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5107,1048576,0.004870414733886719
03184,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03184.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03184.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2446,1048576,0.0023326873779296875
03185,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03185.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03185.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",10133,1048576,0.009663581848144531
03190,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03190.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03190.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",7801,1048576,0.007439613342285156
03191,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03191.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03191.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",11881,1048576,0.011330604553222656
03193,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03193.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03193.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",18084,1048576,0.017246246337890625
03194,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03194.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03194.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2147,1048576,0.0020475387573242188
03198,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03198.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03198.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5819,1048576,0.005549430847167969
03199,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03199.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03199.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2562,1048576,0.0024433135986328125
03200,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03200.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03200.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5629,1048576,0.005368232727050781
03201,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03201.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03201.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2372,1048576,0.002262115478515625
03207,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03207.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03207.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",7653,1048576,0.007298469543457031
03208,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03208.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03208.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5663,1048576,0.005400657653808594
03209,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03209.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03209.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",8039,1048576,0.007666587829589844
03210,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03210.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03210.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5030,1048576,0.0047969818115234375
03212,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03212.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03212.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",6316,1048576,0.006023406982421875
03213,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03213.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03213.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5121,1048576,0.004883766174316406
03214,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03214.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03214.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",7163,1048576,0.006831169128417969
03215,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03215.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03215.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",6322,1048576,0.0060291290283203125
03217,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03217.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03217.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",6966,1048576,0.0066432952880859375
03218,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03218.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03218.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3880,1048576,0.00370025634765625
03219,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03219.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03219.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",15199,1048576,0.014494895935058594
03224,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\03000\03224.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\03224.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",11947,1048576,0.011393547058105469
04000,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04000.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04000.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3033,1048576,0.0028924942016601562
04003,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04003.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04003.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3814,1048576,0.0036373138427734375
04004,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04004.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04004.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",6090,1048576,0.0058078765869140625
04005,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04005.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04005.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2883,1048576,0.0027494430541992188
04006,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04006.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04006.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4190,1048576,0.0039958953857421875
04007,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04007.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04007.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1341,1048576,0.0012788772583007812
04008,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04008.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04008.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",8638,1048576,0.008237838745117188
04009,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04009.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04009.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",6698,1048576,0.0063877105712890625
04011,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04011.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04011.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",8310,1048576,0.007925033569335938
04012,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04012.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04012.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4336,1048576,0.0041351318359375
04014,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04014.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04014.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1316,1048576,0.001255035400390625
04015,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04015.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04015.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3439,1048576,0.0032796859741210938
04017,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04017.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04017.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5668,1048576,0.005405426025390625
04019,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04019.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04019.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2537,1048576,0.0024194717407226562
04020,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04020.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04020.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1264,1048576,0.0012054443359375
04023,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04023.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04023.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1083,1048576,0.0010328292846679688
04024,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04024.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04024.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",6145,1048576,0.005860328674316406
04027,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04027.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04027.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2807,1048576,0.0026769638061523438
04037,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04037.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04037.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3729,1048576,0.0035562515258789062
04047,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04047.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04047.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5365,1048576,0.005116462707519531
04051,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04051.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04051.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2097,1048576,0.0019998550415039062
04052,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04052.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04052.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5329,1048576,0.005082130432128906
04055,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04055.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04055.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4051,1048576,0.0038633346557617188
04057,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04057.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04057.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3342,1048576,0.0031871795654296875
04058,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04058.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04058.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5588,1048576,0.005329132080078125
04059,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04059.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04059.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1567,1048576,0.0014944076538085938
04060,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04060.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04060.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",8043,1048576,0.007670402526855469
04061,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04061.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04061.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3291,1048576,0.0031385421752929688
04064,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04064.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04064.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1228,1048576,0.001171112060546875
04068,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04068.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04068.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",10627,1048576,0.010134696960449219
04073,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04073.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04073.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5885,1048576,0.005612373352050781
04080,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04080.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04080.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4151,1048576,0.003958702087402344
04086,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04086.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04086.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5167,1048576,0.004927635192871094
04089,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04089.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04089.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4036,1048576,0.003849029541015625
04094,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04094.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04094.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",10912,1048576,0.010406494140625
04095,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04095.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04095.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",10230,1048576,0.009756088256835938
04098,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04098.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04098.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4837,1048576,0.004612922668457031
04100,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04100.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04100.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4436,1048576,0.004230499267578125
04101,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04101.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04101.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3904,1048576,0.00372314453125
04102,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04102.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04102.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1756,1048576,0.001674652099609375
04107,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04107.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04107.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4559,1048576,0.004347801208496094
04108,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04108.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04108.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4154,1048576,0.0039615631103515625
04109,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04109.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04109.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2140,1048576,0.002040863037109375
04111,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04111.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04111.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3342,1048576,0.0031871795654296875
04112,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04112.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04112.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",7191,1048576,0.006857872009277344
04113,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04113.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04113.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3549,1048576,0.0033845901489257812
04114,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04114.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04114.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2124,1048576,0.002025604248046875
04120,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04120.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04120.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1599,1048576,0.0015249252319335938
04121,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04121.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04121.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",9540,1048576,0.009098052978515625
04122,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04122.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04122.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3042,1048576,0.0029010772705078125
04123,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04123.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04123.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",9063,1048576,0.008643150329589844
04124,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04124.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04124.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",954,1048576,0.0009098052978515625
04125,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04125.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04125.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5949,1048576,0.005673408508300781
04129,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04129.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04129.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",12375,1048576,0.011801719665527344
04132,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04132.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04132.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4976,1048576,0.0047454833984375
04138,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04138.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04138.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4371,1048576,0.004168510437011719
04141,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04141.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04141.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4325,1048576,0.004124641418457031
04142,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\04000\04142.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\04142.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",4399,1048576,0.004195213317871094
